query_index,query_id,ap
412,4_11_s,0.2794427290797527
580,9_28_s,0.10862068965517241
521,7_29_s,0.18563218390804595
284,19_23_s,0.08024803387779794
362,2_20_s,0.3330954486126899
195,16_24_s,0.034482758620689655
295,19_5_s,0.008620689655172414
245,18_15_s,0.1000624122327976
432,4_2_s,0.0793103448275862
512,7_20_s,0.11028325123152709
333,20_13_s,0.03666666666666667
224,17_23_s,0.1365776464914396
359,2_18_s,0.10158247206928747
297,19_7_s,0.06528988253126183
32,11_10_s,0.0022988505747126436
90,12_4_s,0.007575757575757576
166,15_1_s,0.0
532,8_11_s,0.2544764143902075
251,18_20_s,0.05320197044334975
396,3_24_s,0.057515473032714405
219,17_19_s,0.2708215156491018
19,10_28_s,0.007233626588465298
572,9_20_s,0.16077113075885363
349,20_8_s,0.03795055821371611
31,10_9_s,0.12674630123696337
256,18_25_s,0.014705882352941178
84,12_30_s,0.006060606060606061
144,14_27_s,0.005747126436781609
331,20_11_s,0.025
136,14_1_s,0.0
345,20_4_s,0.054761904761904755
482,6_20_s,0.10201170577758598
191,16_20_s,0.013925729442970823
434,4_3_s,0.09482758620689655
418,4_17_s,0.0
296,19_6_s,0.007758620689655172
436,4_5_s,0.0946802239905688
560,8_9_s,0.21394792946517083
6,10_16_s,0.07254426388552025
470,5_9_s,0.003448275862068966
117,13_2_s,0.21949917898193758
201,16_2_s,0.003448275862068966
85,12_31_s,0.018056018056018055
589,9_8_s,0.13314176245210727
481,6_1_s,0.11424682395644283
16,10_25_s,0.04147465437788018
67,12_15_s,0.0
332,20_12_s,0.061111111111111116
401,3_29_s,0.022988505747126436
10,10_1_s,0.052466793168880456
574,9_22_s,0.08236893173372302
48,11_25_s,0.004310344827586207
66,12_14_s,0.002331002331002331
477,6_16_s,0.12379592460728364
208,16_8_s,0.09872958257713249
543,8_21_s,0.024398280183216662
171,15_24_s,0.026854219948849106
433,4_30_s,0.16577540106951869
479,6_18_s,0.0019157088122605363
307,1_17_s,0.034482758620689655
254,18_23_s,0.0038314176245210726
161,15_15_s,0.009555661729574772
438,4_7_s,0.052062204192021636
354,2_13_s,0.3572129977302391
450,5_19_s,0.1610808630772333
495,6_4_s,0.04286456636728869
545,8_23_s,0.21826449412656312
188,16_18_s,0.0026525198938992045
465,5_4_s,0.038112522686025406
347,20_6_s,0.10500000000000001
464,5_3_s,0.08846469622331692
542,8_20_s,0.21396993810786916
488,6_26_s,0.0361247947454844
197,16_26_s,0.01764623760993997
577,9_25_s,0.06415607985480944
123,13_7_s,0.19310344827586207
37,11_15_s,0.034482758620689655
143,14_26_s,0.006704980842911877
155,14_9_s,0.05172413793103448
111,13_24_s,0.24684683310710856
490,6_28_s,0.08333333333333333
148,14_30_s,0.001724137931034483
492,6_2_s,0.02967332123411978
564,9_13_s,0.1933908045977011
586,9_5_s,0.17303271441202478
97,13_11_s,0.29159298555850277
353,2_12_s,0.027011494252873563
104,13_18_s,0.004310344827586207
151,14_5_s,0.053544061302681994
390,3_19_s,0.0
313,1_22_s,0.017241379310344827
64,12_12_s,0.0
476,6_15_s,0.05313881520778073
101,13_15_s,0.3433490335032985
583,9_30_s,0.010727969348659005
243,18_13_s,0.010057471264367814
299,19_9_s,0.056239737274220034
5,10_15_s,0.09539170506912444
36,11_14_s,0.040229885057471264
447,5_16_s,0.1257183908045977
