query_index,query_id,ap
166,15_1_s,0.0
238,17_8_s,0.09999999999999999
38,11_16_s,0.034482758620689655
239,17_9_s,0.17672413793103445
476,6_15_s,0.060420447670901385
87,12_33_s,0.0
308,1_18_s,0.0038314176245210726
581,9_29_s,0.06896551724137931
441,5_10_s,0.007888212756366914
146,14_29_s,0.016283524904214558
541,8_1_s,0.09997944684877533
72,12_1_s,0.0030303030303030303
444,5_13_s,0.11070780399274047
584,9_3_s,0.08333333333333333
78,12_25_s,0.1143097643097643
142,14_25_s,0.005747126436781609
548,8_26_s,0.1301482042861353
276,19_16_s,0.004310344827586207
162,15_16_s,0.0
147,14_2_s,0.017241379310344827
85,12_31_s,0.026334776334776336
1,10_11_s,0.2513448126825736
429,4_27_s,0.03831417624521073
19,10_28_s,0.0017921146953405018
534,8_13_s,0.13035724106504507
443,5_12_s,0.010673234811165846
327,1_7_s,0.08831981068289384
481,6_1_s,0.11566091954022989
331,20_11_s,0.05
543,8_21_s,0.03251571981154558
157,15_11_s,0.015384615384615385
130,14_14_s,0.003134796238244514
257,18_26_s,0.0
265,18_5_s,0.08562943408678435
132,14_16_s,0.0101010101010101
3,10_13_s,0.2010782087182766
319,1_28_s,0.04633198106828939
389,3_18_s,0.002028397565922921
555,8_4_s,0.13624172762103795
386,3_15_s,0.0
56,11_4_s,0.0
167,15_20_s,0.043478260869565216
494,6_3_s,0.06523361695775488
377,2_6_s,0.2882541787714202
408,3_7_s,0.0049261083743842365
150,14_4_s,0.0
113,13_26_s,0.1158891142663962
136,14_1_s,0.0
198,16_27_s,0.022546419098143235
298,19_8_s,0.011384381338742392
336,20_16_s,0.005
215,17_15_s,0.32279108890350483
485,6_23_s,0.10681550250515767
309,1_19_s,0.0018148820326678765
273,19_13_s,0.05209601081812035
190,16_1_s,0.0
529,7_8_s,0.19550436885629582
173,15_3_s,0.10144927536231885
226,17_25_s,0.05566502463054186
379,2_8_s,0.1614942528735632
578,9_26_s,0.10209601081812034
99,13_13_s,0.40299222858206524
497,6_6_s,0.10915676615473774
410,3_9_s,0.010231148162182645
415,4_14_s,0.17447380206000893
245,18_15_s,0.08448275862068966
448,5_17_s,0.006896551724137932
225,17_24_s,0.04351395730706075
152,14_6_s,0.0038314176245210726
42,11_1_s,0.0
297,19_7_s,0.10571229536746776
211,17_11_s,0.1475095785440613
73,12_20_s,0.1103458830731558
145,14_28_s,0.05172413793103448
345,20_4_s,0.029166666666666664
96,13_10_s,0.3702107279693486
69,12_17_s,0.012457912457912458
216,17_16_s,0.22099069512862618
360,2_19_s,0.37877188615685453
553,8_30_s,0.04396551724137931
505,7_14_s,0.014459576934221965
112,13_25_s,0.211337513061651
229,17_28_s,0.019157088122605363
580,9_28_s,0.1302681992337165
514,7_22_s,0.1412295105580042
98,13_12_s,0.2323682065061375
51,11_28_s,0.0
325,1_5_s,0.009523809523809525
243,18_13_s,0.004310344827586207
260,18_29_s,0.0
122,13_6_s,0.22098188989402823
564,9_13_s,0.20006049606775556
79,12_26_s,0.0021645021645021645
491,6_29_s,0.06113847837985769
161,15_15_s,0.015096618357487922
536,8_15_s,0.26468664900927097
483,6_21_s,0.15853382350660028
155,14_9_s,0.057471264367816084
254,18_23_s,0.003448275862068966
589,9_8_s,0.15193044503389333
