query_index,query_id,ap
177,15_7_s,0.17300724637681159
217,17_17_s,0.12155172413793103
502,7_11_s,0.11479885057471265
385,3_14_s,0.0
185,16_15_s,0.02887931034482759
54,11_30_s,0.0
408,3_7_s,0.0
20,10_29_s,0.23169078610504754
406,3_5_s,0.0
388,3_17_s,0.0
120,13_4_s,0.022413793103448276
126,14_10_s,0.06830870279146141
421,4_1_s,0.0
577,9_25_s,0.06465517241379311
6,10_16_s,0.0582437275985663
460,5_28_s,0.0
306,1_16_s,0.034482758620689655
259,18_28_s,0.0
87,12_33_s,0.0027548209366391185
585,9_4_s,0.18957307060755338
308,1_18_s,0.0
535,8_14_s,0.351762700900632
504,7_13_s,0.08315917798676419
403,3_30_s,0.018288177339901478
150,14_4_s,0.006294471811713191
128,14_12_s,0.07471264367816091
118,13_30_s,0.10935960591133007
315,1_24_s,0.0
15,10_24_s,0.09498207885304659
176,15_6_s,0.016908212560386472
192,16_21_s,0.08374384236453201
310,1_1_s,0.040229885057471264
321,1_2_s,0.0
248,18_18_s,0.04597701149425287
107,13_20_s,0.10344827586206896
453,5_21_s,0.034482758620689655
335,20_15_s,0.016666666666666666
105,13_19_s,0.0
480,6_19_s,0.0
452,5_20_s,0.057471264367816084
537,8_16_s,0.06612067694591449
545,8_23_s,0.2894684310505811
99,13_13_s,0.24153055051421657
80,12_27_s,0.0
257,18_26_s,0.0
26,10_4_s,0.002932551319648094
194,16_23_s,0.03879310344827586
532,8_11_s,0.3224586715966027
426,4_24_s,0.0
12,10_21_s,0.031717857694088594
97,13_11_s,0.1174055829228243
384,3_13_s,0.0
224,17_23_s,0.05626422377783539
441,5_10_s,0.028561476837338905
497,6_6_s,0.04043887147335424
123,13_7_s,0.07081598519625636
189,16_19_s,0.0855718993650028
530,7_9_s,0.1969817707647322
288,19_27_s,0.19728835272766093
96,13_10_s,0.1632377088766541
346,20_5_s,0.003125
514,7_22_s,0.06305418719211822
32,11_10_s,0.0
394,3_22_s,0.0
63,12_11_s,0.0017825311942959
86,12_32_s,0.030303030303030304
39,11_17_s,0.0
424,4_22_s,0.0
330,20_10_s,0.0
469,5_8_s,0.13793103448275862
560,8_9_s,0.10658631547923744
464,5_3_s,0.0808702791461412
486,6_24_s,0.06075533661740558
393,3_21_s,0.038539553752535496
415,4_14_s,0.10344827586206896
291,19_2_s,0.13044680667185202
106,13_1_s,0.027504105090311984
0,10_10_s,0.17847148634624918
380,2_9_s,0.0
584,9_3_s,0.10620084694494857
233,17_3_s,0.0
431,4_29_s,0.022546419098143235
49,11_26_s,0.0
375,2_4_s,0.034482758620689655
390,3_19_s,0.0
439,4_8_s,0.0
111,13_24_s,0.009578544061302683
440,4_9_s,0.017241379310344827
216,17_16_s,0.149294670846395
253,18_22_s,0.0049261083743842365
204,16_4_s,0.018062397372742203
471,6_10_s,0.04827586206896552
386,3_15_s,0.0
114,13_27_s,0.057471264367816084
27,10_5_s,0.014592933947772656
501,7_10_s,0.02154769953958595
98,13_12_s,0.1911877394636015
581,9_29_s,0.05114942528735632
195,16_24_s,0.045872991106256825
396,3_24_s,0.0
