query_index,query_id,ap
251,18_20_s,0.015517241379310345
156,15_10_s,0.014492753623188404
542,8_20_s,0.1231527093596059
143,14_26_s,0.004310344827586207
313,1_22_s,0.0026525198938992045
171,15_24_s,0.06341050254093732
294,19_4_s,0.0
453,5_21_s,0.017241379310344827
421,4_1_s,0.0
539,8_18_s,0.005747126436781609
268,18_8_s,0.04827586206896552
562,9_11_s,0.014696223316912971
277,19_17_s,0.0954022988505747
556,8_5_s,0.01354679802955665
139,14_22_s,0.0
61,11_9_s,0.021839080459770115
147,14_2_s,0.04022988505747126
239,17_9_s,0.13964254136667928
304,1_14_s,0.1270935960591133
340,20_1_s,0.155
57,11_5_s,0.04187192118226601
12,10_21_s,0.016129032258064516
417,4_16_s,0.14252873563218388
11,10_20_s,0.033794162826420886
243,18_13_s,0.0022988505747126436
353,2_12_s,0.023510971786833857
85,12_31_s,0.0
316,1_25_s,0.0
299,19_9_s,0.03213166144200627
465,5_4_s,0.0654288240495137
55,11_3_s,0.0
382,3_11_s,0.10632183908045978
184,16_14_s,0.0
23,10_31_s,0.0
445,5_14_s,0.0332512315270936
92,12_6_s,0.009712509712509712
359,2_18_s,0.23123600537393643
544,8_22_s,0.03037766830870279
459,5_27_s,0.06305418719211824
477,6_16_s,0.018472906403940885
538,8_17_s,0.0049261083743842365
535,8_14_s,0.006896551724137932
59,11_7_s,0.0
31,10_9_s,0.026881720430107524
580,9_28_s,0.026053639846743294
115,13_28_s,0.22224585759068521
86,12_32_s,0.030303030303030304
179,15_9_s,0.1642512077294686
398,3_26_s,0.0038314176245210726
53,11_2_s,0.01149425287356322
368,2_26_s,0.16982758620689656
284,19_23_s,0.06896551724137931
111,13_24_s,0.13315649867374005
404,3_3_s,0.01627108523660248
220,17_1_s,0.01316614420062696
585,9_4_s,0.04597701149425287
490,6_28_s,0.022413793103448276
516,7_24_s,0.05632183908045977
112,13_25_s,0.225391562460528
473,6_12_s,0.04876847290640394
574,9_22_s,0.08501642036124796
375,2_4_s,0.12151067323481114
385,3_14_s,0.0
135,14_19_s,0.07259168035030104
198,16_27_s,0.0
103,13_17_s,0.005747126436781609
494,6_3_s,0.10599343185550082
191,16_20_s,0.01149425287356322
484,6_22_s,0.057471264367816084
20,10_29_s,0.020381231671554253
121,13_5_s,0.20731452455590385
287,19_26_s,0.0793103448275862
456,5_24_s,0.0
464,5_3_s,0.028735632183908042
232,17_30_s,0.05459770114942528
229,17_28_s,0.027504105090311984
336,20_16_s,0.004166666666666667
104,13_18_s,0.0
158,15_12_s,0.0
165,15_19_s,0.043478260869565216
228,17_27_s,0.0026525198938992045
571,9_1_s,0.04075235109717869
432,4_2_s,0.07385057471264368
321,1_2_s,0.0
407,3_6_s,0.003448275862068966
587,9_6_s,0.07575757575757575
185,16_15_s,0.008374384236453201
1,10_11_s,0.015101028004253812
317,1_26_s,0.02413793103448276
537,8_16_s,0.0
489,6_27_s,0.05977011494252873
249,18_19_s,0.08620689655172414
84,12_30_s,0.05526695526695526
324,1_4_s,0.14196875921013855
124,13_8_s,0.41379310344827586
493,6_30_s,0.16987610091058367
43,11_20_s,0.02375478927203065
483,6_21_s,0.0665024630541872
256,18_25_s,0.0603448275862069
250,18_1_s,0.0
