query_index,query_id,ap
378,2_7_s,0.10272620100206306
353,2_12_s,0.0
574,9_22_s,0.057471264367816084
339,20_19_s,0.007142857142857143
257,18_26_s,0.0
190,16_1_s,0.015270935960591132
170,15_23_s,0.0
382,3_11_s,0.0
67,12_15_s,0.0030303030303030303
41,11_19_s,0.0
229,17_28_s,0.034482758620689655
185,16_15_s,0.02658045977011494
428,4_26_s,0.038112522686025406
87,12_33_s,0.010942760942760943
152,14_6_s,0.013048057419254173
30,10_8_s,0.09550084889643463
400,3_28_s,0.03037766830870279
219,17_19_s,0.12084410731789827
51,11_28_s,0.0
93,12_7_s,0.00202020202020202
558,8_7_s,0.08908045977011493
533,8_12_s,0.1040007884835471
100,13_14_s,0.2366044421398323
83,12_2_s,0.0
464,5_3_s,0.06157635467980295
264,18_4_s,0.0
472,6_11_s,0.05500821018062397
487,6_25_s,0.02586206896551724
126,14_10_s,0.08321259538298077
488,6_26_s,0.0632183908045977
492,6_2_s,0.005747126436781609
557,8_6_s,0.06578407224958949
14,10_23_s,0.13434367393096044
314,1_23_s,0.0
255,18_24_s,0.0
10,10_1_s,0.036290322580645164
254,18_23_s,0.011494252873563218
188,16_18_s,0.05842911877394637
412,4_11_s,0.0
136,14_1_s,0.0
582,9_2_s,0.0834070144414972
122,13_6_s,0.0
183,16_13_s,0.0
189,16_19_s,0.09257294429708222
215,17_15_s,0.07020202020202021
346,20_5_s,0.004545454545454545
221,17_20_s,0.011494252873563218
482,6_20_s,0.06638667845564397
501,7_10_s,0.02070458277354829
500,6_9_s,0.21811713191023535
453,5_21_s,0.008620689655172414
398,3_26_s,0.0487099107788763
556,8_5_s,0.27871864443872557
212,17_12_s,0.028735632183908042
439,4_8_s,0.0
76,12_23_s,0.00937950937950938
263,18_3_s,0.034482758620689655
301,1_11_s,0.0
35,11_13_s,0.0
427,4_25_s,0.0
268,18_8_s,0.003134796238244514
288,19_27_s,0.18425635667014978
267,18_7_s,0.007888212756366914
560,8_9_s,0.06896551724137931
553,8_30_s,0.03045977011494253
522,7_2_s,0.047126436781609195
71,12_19_s,0.0808080808080808
144,14_27_s,0.018965517241379314
97,13_11_s,0.05076628352490422
201,16_2_s,0.005928614640048396
304,1_14_s,0.034482758620689655
68,12_16_s,0.030303030303030304
33,11_11_s,0.0
261,18_2_s,0.0066091954022988505
327,1_7_s,0.0784395680947405
515,7_23_s,0.009195402298850575
29,10_7_s,0.06505376344086021
6,10_16_s,0.03504864311315924
260,18_29_s,0.0
564,9_13_s,0.24506730591923293
406,3_5_s,0.0
231,17_2_s,0.05890804597701149
61,11_9_s,0.0
457,5_25_s,0.041379310344827586
433,4_30_s,0.0
307,1_17_s,0.034482758620689655
526,7_5_s,0.038539553752535496
580,9_28_s,0.11264367816091954
329,1_9_s,0.011494252873563218
318,1_27_s,0.0049261083743842365
341,20_20_s,0.08333333333333333
509,7_18_s,0.04597701149425287
451,5_1_s,0.034482758620689655
240,18_10_s,0.0
546,8_24_s,0.3089917266641405
85,12_31_s,0.009427609427609427
129,14_13_s,0.04764890282131661
409,3_8_s,0.0
172,15_2_s,0.08664994425863991
369,2_27_s,0.1266225632604943
