query_index,query_id,ap
154,14_8_s,0.13426382047071703
149,14_3_s,0.008374384236453201
17,10_26_s,0.0017921146953405018
248,18_18_s,0.05076628352490422
492,6_2_s,0.020062695924764888
65,12_13_s,0.0
69,12_17_s,0.003367003367003367
161,15_15_s,0.017080745341614908
441,5_10_s,0.008982903506230077
408,3_7_s,0.0049261083743842365
95,12_9_s,0.0027548209366391185
359,2_18_s,0.03904715973681491
420,4_19_s,0.0210727969348659
27,10_5_s,0.020967741935483872
243,18_13_s,0.0049261083743842365
212,17_12_s,0.23658842847483819
262,18_30_s,0.0
306,1_16_s,0.0421455938697318
449,5_18_s,0.008620689655172414
302,1_12_s,0.03858784893267652
209,16_9_s,0.06643930781861816
26,10_4_s,0.015715467328370553
120,13_4_s,0.31418653185894563
93,12_7_s,0.004329004329004329
565,9_14_s,0.06685823754789272
269,18_9_s,0.021346469622331693
30,10_8_s,0.1442652329749104
375,2_4_s,0.13464696223316913
456,5_24_s,0.0
256,18_25_s,0.049758670448325625
145,14_28_s,0.057471264367816084
485,6_23_s,0.09956709956709957
82,12_29_s,0.030303030303030304
368,2_26_s,0.3036278348651573
431,4_29_s,0.07441016333938294
291,19_2_s,0.0
330,20_10_s,0.08809523809523809
20,10_29_s,0.2847459413873076
576,9_24_s,0.24071933813313123
118,13_30_s,0.11264367816091954
184,16_14_s,0.004310344827586207
129,14_13_s,0.04827586206896552
558,8_7_s,0.1306236413314453
317,1_26_s,0.0
189,16_19_s,0.0
252,18_21_s,0.15948275862068967
157,15_11_s,0.014906832298136646
230,17_29_s,0.07471264367816091
267,18_7_s,0.008620689655172414
80,12_27_s,0.0
372,2_2_s,0.0639367816091954
211,17_11_s,0.11647509578544062
396,3_24_s,0.021123703882324575
497,6_6_s,0.09852216748768473
569,9_18_s,0.08677529367184539
338,20_18_s,0.008333333333333333
79,12_26_s,0.002331002331002331
334,20_14_s,0.0
52,11_29_s,0.0
523,7_30_s,0.020871143375680582
524,7_3_s,0.062269185063302715
439,4_8_s,0.0038314176245210726
48,11_25_s,0.0
273,19_13_s,0.056075533661740555
351,2_10_s,0.10344827586206896
382,3_11_s,0.03103448275862069
461,5_29_s,0.0022988505747126436
445,5_14_s,0.011781609195402299
538,8_17_s,0.0866860352795017
427,4_25_s,0.04827586206896552
33,11_11_s,0.006896551724137932
585,9_4_s,0.1535166940339354
346,20_5_s,0.08509803921568627
244,18_14_s,0.0
186,16_16_s,0.04977962146746175
294,19_4_s,0.003134796238244514
460,5_28_s,0.0
270,19_10_s,0.01559934318555008
550,8_28_s,0.21551724137931033
358,2_17_s,0.1892446633825944
55,11_3_s,0.034482758620689655
511,7_1_s,0.24323867478025693
203,16_3_s,0.006211967545638945
556,8_5_s,0.09659593280282935
315,1_24_s,0.0049261083743842365
74,12_21_s,0.1328671328671329
60,11_8_s,0.0
155,14_9_s,0.06896551724137931
228,17_27_s,0.0
385,3_14_s,0.005747126436781609
482,6_20_s,0.12850864483724525
498,6_7_s,0.057471264367816084
551,8_29_s,0.047619047619047616
395,3_23_s,0.01744663382594417
173,15_3_s,0.10326086956521739
107,13_20_s,0.11034482758620691
38,11_16_s,0.011206896551724138
561,9_10_s,0.0
72,12_1_s,0.002331002331002331
88,12_34_s,0.030303030303030304
