query_index,query_id,ap
258,18_27_s,0.0
140,14_23_s,0.02394200626959248
215,17_15_s,0.20108477101110814
315,1_24_s,0.0018148820326678765
586,9_5_s,0.17721052893466685
244,18_14_s,0.0
217,17_17_s,0.17531544378186845
376,2_5_s,0.022988505747126436
569,9_18_s,0.07528735632183907
117,13_2_s,0.11494252873563218
482,6_20_s,0.15263242504621813
472,6_11_s,0.05037187288708587
226,17_25_s,0.034482758620689655
304,1_14_s,0.034482758620689655
196,16_25_s,0.0925287356321839
422,4_20_s,0.0038314176245210726
180,16_10_s,0.04861111111111111
109,13_22_s,0.06098715348208249
521,7_29_s,0.11063218390804598
250,18_1_s,0.0070780399274047185
18,10_27_s,0.08045201951748442
420,4_19_s,0.0038314176245210726
17,10_26_s,0.002150537634408602
545,8_23_s,0.2721227048813256
311,1_20_s,0.055172413793103454
575,9_23_s,0.17822249589490968
573,9_21_s,0.21893389429687074
280,19_1_s,0.034482758620689655
365,2_23_s,0.00806090461262875
577,9_25_s,0.07415534656913966
146,14_29_s,0.025287356321839084
64,12_12_s,0.0
312,1_21_s,0.07594417077175697
25,10_3_s,0.008771929824561401
574,9_22_s,0.09386973180076628
254,18_23_s,0.0024630541871921183
410,3_9_s,0.007888212756366914
430,4_28_s,0.034482758620689655
87,12_33_s,0.0
82,12_29_s,0.030303030303030304
505,7_14_s,0.026200135226504394
45,11_22_s,0.0
176,15_6_s,0.02028985507246377
437,4_6_s,0.022413793103448276
271,19_11_s,0.0
97,13_11_s,0.2868226600985222
42,11_1_s,0.0
220,17_1_s,0.005747126436781609
190,16_1_s,0.0
407,3_6_s,0.0
61,11_9_s,0.0026525198938992045
164,15_18_s,0.004830917874396135
368,2_26_s,0.2658714679505754
329,1_9_s,0.040229885057471264
259,18_28_s,0.008620689655172414
19,10_28_s,0.0
166,15_1_s,0.0
233,17_3_s,0.002028397565922921
38,11_16_s,0.017241379310344827
185,16_15_s,0.0290736984448952
445,5_14_s,0.03430951988120772
470,5_9_s,0.017241379310344827
213,17_13_s,0.017241379310344827
496,6_5_s,0.07670404308335342
224,17_23_s,0.06804187192118226
159,15_13_s,0.17080745341614906
543,8_21_s,0.023850574712643676
141,14_24_s,0.003448275862068966
405,3_4_s,0.002028397565922921
532,8_11_s,0.30899073703066443
544,8_22_s,0.0870279146141215
264,18_4_s,0.0024630541871921183
77,12_24_s,0.11868686868686869
70,12_18_s,0.007575757575757576
221,17_20_s,0.21482808379360102
4,10_14_s,0.15428094991662356
572,9_20_s,0.159929024660262
106,13_1_s,0.08189655172413793
54,11_30_s,0.0
378,2_7_s,0.25487298367622907
83,12_2_s,0.0015151515151515152
206,16_6_s,0.0
395,3_23_s,0.034482758620689655
187,16_17_s,0.0
481,6_1_s,0.11233211233211232
273,19_13_s,0.07820819027715581
245,18_15_s,0.06896551724137931
68,12_16_s,0.015151515151515152
136,14_1_s,0.0
426,4_24_s,0.0
358,2_17_s,0.1460542837824785
7,10_17_s,0.07137096774193548
447,5_16_s,0.12237490277417681
412,4_11_s,0.09195402298850575
443,5_12_s,0.011195700850873265
95,12_9_s,0.004329004329004329
590,9_9_s,0.09482758620689655
364,2_22_s,0.02413793103448276
424,4_22_s,0.0038314176245210726
367,2_25_s,0.2844570011912811
